student_id,age,region,enroll_date,exam_season,courses_enrolled,completed_assignments,completion_rate,login_frequency,last_activity_days_ago,forum_posts_count,dropout_score,label,label_multiclass,label_name,engagement_score,activity_level,risk_level
STU00893,34,Doha,2024-05-25,0,2,0,0.0,0.18,2,1,0.5882,1,1,at-risk,-0.020000000000000018,Low,High Risk
STU00894,32,Casablanca,2024-04-29,1,2,0,0.0,0.2,1,3,0.8102,1,2,dropped,0.1,Low,High Risk
STU00895,32,Baghdad,2024-05-02,0,1,2,0.4138,4.54,1,1,0.0283,0,0,active,6.44,Medium,Medium Risk
STU00896,17,Amman,2024-08-28,0,3,6,0.367,4.06,7,3,0.0087,0,0,active,9.36,Medium,Medium Risk
STU00897,24,Dubai,2024-07-07,0,1,0,0.0887,4.23,3,1,0.3223,1,1,at-risk,3.9300000000000006,Medium,Medium Risk
STU00898,27,Doha,2024-08-13,0,2,3,0.3412,1.07,29,3,0.7734,1,2,dropped,1.1700000000000004,Low,Medium Risk
STU00899,20,Casablanca,2024-05-24,0,4,7,0.3456,2.86,25,1,0.4584,1,1,at-risk,7.359999999999999,Low,Medium Risk
STU00900,17,Tunis,2024-09-14,0,6,7,0.2457,1.24,12,1,0.6243,1,2,dropped,7.04,Low,High Risk
STU00901,20,Baghdad,2024-08-02,0,4,0,0.0,0.1,1,1,0.6814,1,2,dropped,0.0,Low,High Risk
STU00902,21,Riyadh,2024-04-12,0,6,3,0.0903,0.55,4,0,0.6765,1,2,dropped,3.15,Low,High Risk
STU00903,25,Doha,2024-03-11,0,7,5,0.1457,0.28,5,1,0.5169,1,1,at-risk,4.78,Low,High Risk
STU00904,22,Amman,2024-01-27,0,6,20,0.654,9.1,11,9,0.0715,0,0,active,28.0,Medium,Low Risk
STU00905,22,Casablanca,2024-07-09,0,6,8,0.2693,3.15,4,2,0.3882,1,1,at-risk,10.75,Medium,Medium Risk
STU00906,30,Baghdad,2024-02-22,0,4,5,0.2412,3.33,1,1,0.1178,0,0,active,8.23,Medium,Medium Risk
STU00907,21,Baghdad,2024-03-04,0,7,13,0.3773,0.82,6,0,0.4363,1,1,at-risk,13.22,Low,Medium Risk
STU00908,25,Amman,2024-02-12,0,6,5,0.1758,2.85,3,2,0.502,1,1,at-risk,7.55,Low,High Risk
STU00909,24,Riyadh,2024-05-19,0,5,0,0.0,0.54,17,0,0.7437,1,2,dropped,-1.16,Low,High Risk
STU00910,20,Casablanca,2024-09-19,0,5,0,0.0,4.46,22,5,0.4536,1,1,at-risk,2.26,Medium,Medium Risk
STU00911,23,Riyadh,2024-08-11,0,3,2,0.1526,0.9,9,0,0.779,1,2,dropped,2.0,Low,High Risk
STU00912,32,Alexandria,2024-04-23,1,3,0,0.0,0.25,1,1,0.725,1,2,dropped,0.15,Low,High Risk
STU00913,17,Casablanca,2024-06-27,0,2,0,0.0,2.22,10,4,0.6543,1,2,dropped,1.2200000000000002,Low,High Risk
STU00914,24,Cairo,2024-07-31,0,5,14,0.5761,7.47,20,7,0.2934,0,0,active,19.47,Medium,Medium Risk
STU00915,21,Cairo,2024-07-21,0,4,1,0.047,1.67,2,3,0.479,1,1,at-risk,2.4699999999999998,Low,High Risk
STU00916,17,Baghdad,2024-07-10,0,1,0,0.0,0.1,7,0,0.6589,1,2,dropped,-0.6,Low,High Risk
STU00917,31,Dubai,2024-07-16,0,5,3,0.1396,2.5,3,2,0.4466,1,1,at-risk,5.2,Low,High Risk
STU00918,17,Alexandria,2024-07-10,0,6,7,0.2361,0.2,6,0,0.7582,1,2,dropped,6.6000000000000005,Low,High Risk
STU00919,29,Dubai,2024-01-15,0,4,2,0.101,2.38,23,3,0.5837,1,1,at-risk,2.08,Low,High Risk
STU00920,28,Beirut,2024-02-20,0,6,1,0.0238,0.63,6,0,0.7619,1,2,dropped,1.0299999999999998,Low,High Risk
STU00921,23,Beirut,2024-03-15,0,3,8,0.5164,5.69,11,14,0.1014,0,0,active,12.590000000000002,Medium,Medium Risk
STU00922,19,Riyadh,2024-01-20,0,2,3,0.303,3.9,2,3,0.2196,0,0,active,6.7,Medium,Medium Risk
STU00923,24,Amman,2024-08-29,0,2,0,0.0,1.64,20,4,0.6456,1,2,dropped,-0.3600000000000001,Low,High Risk
STU00924,17,Riyadh,2024-12-27,0,1,2,0.4862,4.78,7,7,0.2063,0,0,active,6.08,Medium,Medium Risk
STU00925,24,Casablanca,2024-08-17,0,1,0,0.0,0.27,32,1,0.6607,1,2,dropped,-2.93,Low,High Risk
STU00926,18,Doha,2024-01-03,0,7,0,0.0,1.69,13,3,0.4055,1,1,at-risk,0.3899999999999999,Low,High Risk
STU00927,30,Alexandria,2024-01-10,0,1,0,0.077,0.78,24,1,0.7926,1,2,dropped,-1.6199999999999999,Low,High Risk
STU00928,24,Amman,2024-04-20,1,4,5,0.2625,2.1,2,2,0.4388,1,1,at-risk,6.8999999999999995,Low,High Risk
STU00929,22,Riyadh,2024-10-07,0,5,0,0.0,4.63,15,4,0.3431,1,1,at-risk,3.13,Medium,Medium Risk
STU00930,21,Doha,2024-09-27,0,4,7,0.3459,6.02,3,8,0.0578,0,0,active,12.719999999999999,Medium,Medium Risk
STU00931,18,Tunis,2024-02-26,0,2,2,0.2403,1.5,15,5,0.6212,1,2,dropped,2.0,Low,High Risk
STU00932,24,Amman,2024-05-01,0,3,3,0.1823,0.97,35,0,0.9107,1,2,dropped,0.46999999999999975,Low,High Risk
STU00933,26,Amman,2024-03-03,0,6,5,0.1678,4.93,7,6,0.2278,0,0,active,9.23,Medium,Medium Risk
STU00934,22,Cairo,2024-05-02,0,5,5,0.1809,1.75,2,2,0.4633,1,1,at-risk,6.55,Low,High Risk
STU00935,21,Tunis,2024-11-23,0,1,2,0.3603,5.04,1,6,0.1603,0,0,active,6.94,Medium,Medium Risk
STU00936,20,Doha,2024-08-22,0,4,1,0.0609,2.2,1,2,0.3088,1,1,at-risk,3.1,Low,High Risk
STU00937,28,Alexandria,2024-02-26,0,2,0,0.0,1.02,4,4,0.754,1,2,dropped,0.62,Low,High Risk
STU00938,17,Casablanca,2024-11-01,1,2,5,0.5263,6.95,12,6,0.2992,0,0,active,10.75,Medium,Medium Risk
STU00939,27,Baghdad,2024-01-09,0,4,1,0.0355,0.1,13,1,0.6774,1,2,dropped,-0.19999999999999996,Low,High Risk
STU00940,25,Baghdad,2024-10-21,1,2,2,0.2116,1.84,9,2,0.6765,1,2,dropped,2.94,Low,High Risk
STU00941,24,Dubai,2024-03-14,0,4,7,0.351,2.99,4,3,0.2655,0,0,active,9.59,Low,Medium Risk
STU00942,23,Amman,2024-08-07,0,1,2,0.3305,2.87,3,1,0.3563,1,1,at-risk,4.57,Low,Medium Risk
STU00943,20,Cairo,2024-11-10,0,1,1,0.1726,1.07,9,0,0.8136,1,2,dropped,1.1700000000000004,Low,High Risk
STU00944,19,Beirut,2024-05-03,0,2,3,0.2507,2.99,1,4,0.5519,1,1,at-risk,5.890000000000001,Low,High Risk
STU00945,17,Doha,2024-08-01,0,4,1,0.0624,0.31,12,3,0.7748,1,2,dropped,0.1100000000000001,Low,High Risk
STU00946,26,Riyadh,2024-12-06,0,5,6,0.2234,4.75,1,8,0.0996,0,0,active,10.65,Medium,Medium Risk
STU00947,23,Alexandria,2024-09-25,0,2,9,0.9412,9.76,1,7,0.0,0,0,active,18.659999999999997,High,Low Risk
STU00948,21,Beirut,2024-02-04,0,5,9,0.3426,0.1,8,0,0.5286,1,1,at-risk,8.299999999999999,Low,Medium Risk
STU00949,30,Baghdad,2024-10-05,0,7,9,0.2535,1.31,15,4,0.6922,1,2,dropped,8.81,Low,High Risk
STU00950,25,Baghdad,2024-09-16,0,5,7,0.2602,3.96,15,6,0.332,1,1,at-risk,9.46,Medium,Medium Risk
STU00951,17,Baghdad,2024-01-11,0,2,3,0.265,4.95,13,9,0.3429,1,1,at-risk,6.65,Medium,Medium Risk
STU00952,20,Tunis,2024-08-28,0,4,0,0.0,2.22,10,2,0.3255,1,1,at-risk,1.2200000000000002,Low,High Risk
STU00953,26,Cairo,2024-11-21,0,6,6,0.1923,2.86,16,2,0.3952,1,1,at-risk,7.26,Low,High Risk
STU00954,21,Tunis,2024-07-10,0,2,2,0.2339,2.32,1,3,0.3884,1,1,at-risk,4.220000000000001,Low,High Risk
STU00955,24,Amman,2024-01-09,0,3,8,0.5475,7.03,1,9,0.0705,0,0,active,14.930000000000001,Medium,Medium Risk
STU00956,22,Beirut,2024-02-04,0,6,6,0.2066,3.24,8,2,0.3025,1,1,at-risk,8.44,Medium,Medium Risk
STU00957,20,Beirut,2024-05-03,0,5,22,0.8732,14.0,22,19,0.142,0,0,active,33.8,High,Low Risk
STU00958,17,Alexandria,2024-10-24,1,6,17,0.5802,8.93,9,11,0.2599,0,0,active,25.03,Medium,Medium Risk
STU00959,23,Beirut,2024-03-09,0,5,9,0.3605,2.19,4,1,0.288,0,0,active,10.79,Low,Medium Risk
STU00960,21,Cairo,2024-06-29,0,3,0,0.0,1.33,10,0,0.7356,1,2,dropped,0.33000000000000007,Low,High Risk
STU00961,29,Baghdad,2024-06-22,0,2,7,0.6958,8.05,23,9,0.1753,0,0,active,12.75,Medium,Low Risk
STU00962,27,Riyadh,2024-12-16,0,6,4,0.1426,3.32,4,3,0.431,1,1,at-risk,6.92,Medium,Medium Risk
STU00963,25,Casablanca,2024-12-22,0,1,1,0.1811,1.88,3,1,0.6376,1,2,dropped,2.58,Low,High Risk
STU00964,27,Casablanca,2024-11-19,0,5,3,0.1173,1.83,6,3,0.3318,1,1,at-risk,4.23,Low,High Risk
STU00965,17,Riyadh,2024-03-10,0,7,8,0.2374,2.37,1,1,0.4361,1,1,at-risk,10.270000000000001,Low,High Risk
STU00966,25,Alexandria,2024-08-22,0,4,2,0.076,0.1,17,1,0.7264,1,2,dropped,0.40000000000000013,Low,High Risk
STU00967,30,Cairo,2024-05-30,0,6,8,0.2556,3.63,5,2,0.2969,0,0,active,11.129999999999999,Medium,Medium Risk
STU00968,18,Dubai,2024-01-23,0,1,1,0.1617,0.44,6,1,0.8542,1,2,dropped,0.84,Low,High Risk
STU00969,23,Dubai,2024-01-22,0,5,3,0.1258,0.26,1,4,0.5846,1,1,at-risk,3.1599999999999997,Low,High Risk
STU00970,17,Beirut,2024-06-07,0,4,1,0.0251,1.89,24,5,0.5408,1,1,at-risk,0.48999999999999977,Low,High Risk
STU00971,22,Baghdad,2024-07-22,0,1,0,0.0,2.06,2,2,0.2435,0,0,active,1.86,Low,High Risk
STU00972,19,Baghdad,2024-08-30,0,3,0,0.0,0.23,6,2,0.7702,1,2,dropped,-0.37,Low,High Risk
STU00973,17,Amman,2024-01-19,0,7,0,0.0,2.39,9,3,0.4792,1,1,at-risk,1.4900000000000002,Low,High Risk
STU00974,25,Dubai,2024-05-26,0,3,7,0.463,4.76,11,10,0.0227,0,0,active,10.66,Medium,Medium Risk
STU00975,17,Beirut,2024-01-25,0,5,1,0.0249,0.33,1,3,0.8448,1,2,dropped,1.23,Low,High Risk
STU00976,25,Beirut,2024-05-19,0,3,0,0.0,3.27,4,5,0.1985,0,0,active,2.87,Medium,Medium Risk
STU00977,22,Alexandria,2024-07-07,0,7,7,0.19,2.76,3,2,0.5028,1,1,at-risk,9.459999999999999,Low,High Risk
STU00978,23,Tunis,2024-07-23,0,2,0,0.0,0.94,7,0,0.6305,1,2,dropped,0.24,Low,High Risk
STU00979,25,Casablanca,2024-07-16,0,4,1,0.0401,0.15,3,1,0.4766,1,1,at-risk,0.8499999999999999,Low,High Risk
STU00980,19,Beirut,2024-04-05,0,2,4,0.3738,5.29,9,2,0.2453,0,0,active,8.389999999999999,Medium,Medium Risk
STU00981,25,Casablanca,2024-12-20,0,2,3,0.3152,1.64,1,2,0.1789,0,0,active,4.54,Low,Medium Risk
STU00982,23,Casablanca,2024-07-07,0,6,9,0.3017,3.86,2,6,0.0612,0,0,active,12.66,Medium,Medium Risk
STU00983,27,Baghdad,2024-05-16,0,7,4,0.1271,0.48,12,1,0.6354,1,2,dropped,3.2800000000000002,Low,High Risk
STU00984,25,Alexandria,2024-08-05,0,7,0,0.0067,3.63,15,6,0.345,1,1,at-risk,2.13,Medium,Medium Risk
STU00985,30,Alexandria,2024-08-08,0,6,22,0.727,10.9,2,10,0.0868,0,0,active,32.699999999999996,High,Low Risk
STU00986,23,Doha,2024-04-02,0,6,1,0.0345,3.33,24,1,0.3047,1,1,at-risk,1.9300000000000002,Medium,Medium Risk
STU00987,20,Baghdad,2024-05-30,0,2,0,0.0,2.92,26,4,0.4085,1,1,at-risk,0.31999999999999984,Low,High Risk
STU00988,38,Beirut,2024-02-22,0,4,4,0.2002,0.79,9,1,0.5877,1,1,at-risk,3.89,Low,High Risk
STU00989,30,Alexandria,2024-06-16,0,6,11,0.3538,3.52,4,4,0.0623,0,0,active,14.12,Medium,Medium Risk
STU00990,29,Amman,2024-06-05,0,6,6,0.2166,5.78,15,4,0.4181,1,1,at-risk,10.280000000000001,Medium,Medium Risk
STU00991,20,Casablanca,2024-11-04,1,3,13,0.8469,7.84,10,11,0.0,0,0,active,19.84,High,Low Risk
STU00992,30,Tunis,2024-03-26,0,1,3,0.6459,12.19,17,16,0.2295,0,0,active,13.49,Medium,Low Risk
STU00993,21,Casablanca,2024-06-28,0,7,18,0.5129,7.01,10,7,0.0,0,0,active,24.009999999999998,Medium,Medium Risk
STU00994,25,Casablanca,2024-01-22,0,3,6,0.3949,3.22,1,4,0.046,0,0,active,9.120000000000001,Medium,Medium Risk
STU00995,25,Beirut,2024-11-10,0,3,13,0.8989,14.0,4,19,0.0,0,0,active,26.6,High,Low Risk
STU00996,22,Tunis,2024-05-20,0,5,10,0.3835,4.14,2,12,0.1344,0,0,active,13.940000000000001,Medium,Medium Risk
STU00997,23,Cairo,2024-02-08,0,1,1,0.1318,1.93,1,1,0.6036,1,2,dropped,2.8299999999999996,Low,High Risk
STU00998,24,Tunis,2024-07-05,0,7,12,0.3507,0.69,6,2,0.3665,1,1,at-risk,12.09,Low,Medium Risk
STU00999,22,Baghdad,2024-12-13,0,3,4,0.2611,2.34,2,3,0.3319,1,1,at-risk,6.14,Low,High Risk
STU01000,29,Riyadh,2024-01-16,0,2,1,0.0728,0.1,7,1,0.7537,1,2,dropped,0.40000000000000013,Low,High Risk
STU01001,22,Riyadh,2024-11-07,0,7,9,0.2555,0.12,1,0,0.6309,1,2,dropped,9.02,Low,High Risk
STU01002,29,Casablanca,2024-01-18,0,4,9,0.4564,5.09,11,4,0.1284,0,0,active,12.99,Medium,Medium Risk
STU01003,20,Riyadh,2024-02-04,0,5,10,0.4089,3.39,14,7,0.0423,0,0,active,11.99,Medium,Medium Risk
STU01004,24,Dubai,2024-11-26,0,5,13,0.519,7.08,32,5,0.2561,0,0,active,16.88,Medium,Medium Risk
STU01005,30,Beirut,2024-07-04,0,4,6,0.2902,3.32,5,7,0.4155,1,1,at-risk,8.82,Medium,Medium Risk
STU01006,17,Tunis,2024-10-17,1,3,4,0.2338,3.67,4,2,0.447,1,1,at-risk,7.27,Medium,Medium Risk
STU01007,24,Cairo,2024-11-05,1,1,2,0.4107,4.27,17,12,0.357,1,1,at-risk,4.569999999999999,Medium,Medium Risk
STU01008,23,Riyadh,2024-12-13,0,1,0,0.0,0.1,3,0,0.8607,1,2,dropped,-0.19999999999999998,Low,High Risk
STU01009,26,Casablanca,2024-07-08,0,6,10,0.3291,5.25,6,7,0.0549,0,0,active,14.65,Medium,Medium Risk
STU01010,21,Beirut,2024-08-15,0,6,6,0.1842,1.43,3,2,0.6319,1,2,dropped,7.13,Low,High Risk
STU01011,27,Alexandria,2024-10-20,1,3,1,0.0853,0.53,4,0,0.9125,1,2,dropped,1.13,Low,High Risk
STU01012,24,Riyadh,2024-09-28,0,4,12,0.6051,8.48,5,11,0.0606,0,0,active,19.98,Medium,Low Risk
STU01013,29,Beirut,2024-07-22,0,6,0,0.0,0.82,13,1,0.6029,1,2,dropped,-0.4800000000000001,Low,High Risk
STU01014,17,Beirut,2024-11-28,0,4,20,1.0,11.22,8,16,0.0223,0,0,active,30.419999999999998,High,Low Risk
STU01015,23,Amman,2024-05-07,0,2,2,0.2053,0.84,22,0,0.8355,1,2,dropped,0.6399999999999997,Low,High Risk
STU01016,24,Alexandria,2024-01-14,0,3,1,0.0945,1.34,7,1,0.7278,1,2,dropped,1.64,Low,High Risk
STU01017,28,Riyadh,2024-09-12,0,6,1,0.0204,2.23,21,0,0.7695,1,2,dropped,1.13,Low,High Risk
STU01018,17,Baghdad,2024-07-17,0,1,1,0.2328,3.69,2,4,0.3408,1,1,at-risk,4.489999999999999,Medium,Medium Risk
STU01019,21,Baghdad,2024-03-01,0,7,17,0.4755,3.33,13,4,0.0,0,0,active,19.029999999999998,Medium,Medium Risk
STU01020,21,Amman,2024-05-13,0,6,0,0.0,0.9,1,1,0.7176,1,2,dropped,0.8,Low,High Risk
STU01021,27,Casablanca,2024-04-19,1,5,8,0.3287,5.8,8,8,0.3032,1,1,at-risk,13.0,Medium,Medium Risk
STU01022,35,Doha,2024-05-26,0,1,0,0.0,0.35,22,1,0.8392,1,2,dropped,-1.85,Low,High Risk
STU01023,20,Casablanca,2024-04-12,0,1,0,0.0,0.76,2,0,0.6119,1,2,dropped,0.56,Low,High Risk
STU01024,27,Alexandria,2024-03-10,0,5,25,1.0,14.0,7,12,0.0,0,0,active,38.3,High,Low Risk
STU01025,24,Alexandria,2024-08-19,0,5,7,0.2855,3.24,6,5,0.4258,1,1,at-risk,9.64,Medium,Medium Risk
STU01026,17,Riyadh,2024-08-15,0,1,0,0.0,0.91,1,3,0.8144,1,2,dropped,0.81,Low,High Risk
STU01027,33,Alexandria,2024-12-15,0,2,1,0.1234,4.51,6,3,0.2299,0,0,active,4.91,Medium,Medium Risk
STU01028,28,Beirut,2024-12-07,0,4,0,0.0,3.49,2,5,0.3851,1,1,at-risk,3.29,Medium,Medium Risk
STU01029,27,Beirut,2024-12-29,0,2,3,0.2689,2.38,4,2,0.5406,1,1,at-risk,4.9799999999999995,Low,High Risk
STU01030,31,Alexandria,2024-10-08,0,1,0,0.0,0.1,17,1,0.8531,1,2,dropped,-1.5999999999999999,Low,High Risk
STU01031,23,Baghdad,2024-05-28,0,1,1,0.2519,3.9,12,1,0.2129,0,0,active,3.7,Medium,Medium Risk
STU01032,32,Amman,2024-03-21,0,3,9,0.5813,9.99,10,15,0.0,0,0,active,17.990000000000002,Medium,Medium Risk
STU01033,21,Riyadh,2024-07-04,0,6,4,0.1215,1.03,12,2,0.7237,1,2,dropped,3.83,Low,High Risk
STU01034,30,Baghdad,2024-04-24,1,4,0,0.0234,0.2,25,0,1.0,1,2,dropped,-2.3,Low,High Risk
STU01035,24,Alexandria,2024-04-12,0,6,7,0.2325,0.78,32,0,1.0,1,2,dropped,4.58,Low,High Risk
STU01036,25,Riyadh,2024-05-01,0,1,1,0.2594,2.99,19,5,0.6131,1,2,dropped,2.0900000000000003,Low,High Risk
STU01037,28,Casablanca,2024-01-14,0,2,10,0.9984,13.54,19,19,0.0903,0,0,active,21.64,High,Low Risk
STU01038,19,Beirut,2024-10-10,0,5,2,0.0955,2.85,7,4,0.4829,1,1,at-risk,4.1499999999999995,Low,High Risk
STU01039,17,Doha,2024-07-07,0,2,4,0.3889,4.54,5,8,0.0,0,0,active,8.04,Medium,Medium Risk
STU01040,30,Casablanca,2024-10-09,0,4,3,0.1324,2.52,19,2,0.5611,1,1,at-risk,3.6199999999999997,Low,High Risk
STU01041,30,Riyadh,2024-11-09,0,1,0,0.0,1.26,31,1,0.8977,1,2,dropped,-1.84,Low,High Risk
STU01042,29,Alexandria,2024-02-03,0,2,6,0.5584,5.46,10,5,0.229,0,0,active,10.46,Medium,Medium Risk
STU01043,25,Amman,2024-07-22,0,2,2,0.2171,3.39,10,2,0.3381,1,1,at-risk,4.390000000000001,Medium,Medium Risk
STU01044,23,Casablanca,2024-09-26,0,6,5,0.1798,1.37,4,3,0.6127,1,2,dropped,5.97,Low,High Risk
STU01045,27,Tunis,2024-07-28,0,5,0,0.0,0.75,1,1,0.6539,1,2,dropped,0.65,Low,High Risk
STU01046,23,Doha,2024-02-07,0,6,6,0.2055,1.37,7,2,0.629,1,2,dropped,6.67,Low,High Risk
STU01047,22,Riyadh,2024-06-11,0,2,3,0.3063,6.71,2,8,0.145,0,0,active,9.510000000000002,Medium,Medium Risk
STU01048,23,Alexandria,2024-08-18,0,3,3,0.2167,0.61,14,0,0.6173,1,2,dropped,2.21,Low,High Risk
STU01049,17,Casablanca,2024-12-14,0,2,2,0.1713,1.25,1,0,0.8417,1,2,dropped,3.15,Low,High Risk
STU01050,30,Baghdad,2024-06-25,0,3,5,0.3453,4.09,7,9,0.0044,0,0,active,8.39,Medium,Medium Risk
STU01051,23,Riyadh,2024-10-09,0,6,23,0.7598,11.29,25,11,0.1408,0,0,active,31.79,High,Low Risk
STU01052,25,Doha,2024-04-03,0,2,0,0.0,0.11,18,1,0.7668,1,2,dropped,-1.69,Low,High Risk
STU01053,19,Riyadh,2024-08-09,0,7,0,0.0,0.1,1,0,0.8274,1,2,dropped,0.0,Low,High Risk
STU01054,21,Baghdad,2024-01-29,0,6,4,0.1413,0.35,34,1,0.7394,1,2,dropped,0.9499999999999997,Low,High Risk
STU01055,22,Alexandria,2024-09-22,0,5,10,0.3888,4.36,5,3,0.1297,0,0,active,13.86,Medium,Medium Risk
STU01056,19,Riyadh,2024-06-04,0,2,0,0.0,0.5,4,1,0.8249,1,2,dropped,0.09999999999999998,Low,High Risk
STU01057,22,Riyadh,2024-03-23,0,4,8,0.4243,6.91,4,3,0.3526,1,1,at-risk,14.51,Medium,Medium Risk
STU01058,28,Beirut,2024-12-29,0,5,13,0.5387,8.49,5,8,0.0895,0,0,active,20.990000000000002,Medium,Medium Risk
STU01059,20,Dubai,2024-06-26,0,3,0,0.0,0.22,5,0,0.5087,1,1,at-risk,-0.28,Low,High Risk
STU01060,24,Baghdad,2024-05-25,0,6,4,0.144,1.74,4,4,0.5208,1,1,at-risk,5.34,Low,High Risk
STU01061,17,Alexandria,2024-05-08,0,4,4,0.1756,3.11,1,0,0.3893,1,1,at-risk,7.01,Medium,Medium Risk
STU01062,21,Dubai,2024-11-21,0,7,12,0.3561,4.64,5,5,0.082,0,0,active,16.14,Medium,Medium Risk
STU01063,29,Baghdad,2024-05-20,0,4,3,0.1574,1.81,31,2,0.7648,1,2,dropped,1.7100000000000004,Low,High Risk
STU01064,17,Riyadh,2024-11-16,0,3,2,0.1235,0.1,19,1,0.8412,1,2,dropped,0.20000000000000018,Low,High Risk
STU01065,20,Amman,2024-11-10,0,3,13,0.887,10.41,5,20,0.0645,0,0,active,22.91,High,Low Risk
STU01066,17,Baghdad,2024-02-17,0,2,2,0.2316,5.4,1,3,0.378,1,1,at-risk,7.300000000000001,Medium,Medium Risk
STU01067,21,Baghdad,2024-11-24,0,3,10,0.6874,6.24,7,9,0.0,0,0,active,15.540000000000003,Medium,Low Risk
STU01068,23,Riyadh,2024-10-30,1,7,5,0.1499,3.41,1,4,0.3603,1,1,at-risk,8.31,Medium,Medium Risk
STU01069,18,Doha,2024-03-19,0,4,6,0.3063,5.56,2,8,0.0747,0,0,active,11.36,Medium,Medium Risk
STU01070,25,Riyadh,2024-12-03,0,6,10,0.3358,2.95,5,6,0.3063,1,1,at-risk,12.45,Low,Medium Risk
STU01071,21,Doha,2024-11-05,1,4,1,0.069,1.69,10,1,0.5663,1,1,at-risk,1.69,Low,High Risk
STU01072,17,Beirut,2024-10-15,0,5,3,0.1138,1.95,6,1,0.5275,1,1,at-risk,4.3500000000000005,Low,High Risk
STU01073,18,Cairo,2024-01-15,0,2,4,0.4418,4.24,9,5,0.1536,0,0,active,7.34,Medium,Medium Risk
STU01074,17,Alexandria,2024-01-24,0,7,16,0.4516,2.17,6,0,0.3905,1,1,at-risk,17.57,Low,Medium Risk
STU01075,17,Doha,2024-05-15,0,4,4,0.2011,0.73,4,1,0.7785,1,2,dropped,4.33,Low,High Risk
STU01076,22,Dubai,2024-10-19,1,1,4,0.8921,12.39,17,16,0.2729,0,0,active,14.690000000000001,High,Low Risk
STU01077,21,Tunis,2024-11-12,0,1,1,0.1833,2.76,3,3,0.5191,1,1,at-risk,3.46,Low,High Risk
STU01078,25,Cairo,2024-09-11,0,7,2,0.0605,0.57,1,0,0.6317,1,2,dropped,2.4699999999999998,Low,High Risk
STU01079,18,Baghdad,2024-05-28,0,7,0,0.0,0.98,1,1,0.7522,1,2,dropped,0.88,Low,High Risk
STU01080,25,Amman,2024-09-04,0,5,10,0.4186,7.41,6,6,0.0,0,0,active,16.81,Medium,Medium Risk
STU01081,25,Dubai,2024-12-16,0,1,0,0.0,1.5,1,0,0.5687,1,1,at-risk,1.4,Low,High Risk
STU01082,30,Tunis,2024-06-01,0,6,0,0.0,0.18,7,0,0.7141,1,2,dropped,-0.52,Low,High Risk
STU01083,27,Casablanca,2024-02-07,0,1,2,0.3705,5.29,29,7,0.1543,0,0,active,4.390000000000001,Medium,Medium Risk
STU01084,17,Cairo,2024-03-21,0,3,7,0.4951,5.09,12,9,0.0615,0,0,active,10.89,Medium,Medium Risk
STU01085,23,Casablanca,2024-07-31,0,3,14,0.9452,10.24,19,8,0.1534,0,0,active,22.340000000000003,High,Low Risk
STU01086,17,Casablanca,2024-08-25,0,4,2,0.1158,0.5,14,1,0.8194,1,2,dropped,1.1,Low,High Risk
STU01087,17,Dubai,2024-06-23,0,7,0,0.0,0.32,1,1,0.7313,1,2,dropped,0.22,Low,High Risk
STU01088,17,Doha,2024-03-14,0,2,5,0.5213,5.6,3,8,0.1396,0,0,active,10.299999999999999,Medium,Medium Risk
STU01089,20,Beirut,2024-06-12,0,4,3,0.1399,2.01,46,3,0.8148,1,2,dropped,0.41000000000000014,Low,High Risk
STU01090,19,Beirut,2024-07-23,0,7,7,0.1935,5.05,8,7,0.3946,1,1,at-risk,11.25,Medium,Medium Risk
STU01091,17,Riyadh,2024-07-08,0,6,12,0.4145,5.49,3,6,0.221,0,0,active,17.19,Medium,Medium Risk
STU01092,20,Baghdad,2024-10-14,0,1,5,0.9021,9.96,11,10,0.0092,0,0,active,13.860000000000001,High,Low Risk
STU01093,23,Alexandria,2024-06-12,0,4,1,0.0641,1.4,32,1,0.9174,1,2,dropped,-0.8000000000000003,Low,High Risk
STU01094,25,Dubai,2024-08-26,0,7,24,0.6989,9.33,2,9,0.0237,0,0,active,33.129999999999995,Medium,Low Risk
STU01095,20,Alexandria,2024-05-16,0,3,2,0.1423,7.92,5,5,0.1604,0,0,active,9.42,Medium,Medium Risk
STU01096,20,Casablanca,2024-05-06,0,2,2,0.2325,2.88,3,4,0.3601,1,1,at-risk,4.58,Low,High Risk
STU01097,28,Riyadh,2024-02-19,0,3,1,0.0761,0.21,65,0,1.0,1,2,dropped,-5.29,Low,High Risk
STU01098,21,Cairo,2024-05-28,0,4,0,0.0,1.83,1,1,0.4651,1,1,at-risk,1.73,Low,High Risk
STU01099,28,Tunis,2024-11-11,0,2,1,0.121,1.47,28,2,0.6956,1,2,dropped,-0.33000000000000007,Low,High Risk
STU01100,17,Tunis,2024-05-07,0,3,1,0.0994,2.76,21,3,0.6055,1,2,dropped,1.6599999999999997,Low,High Risk
STU01101,18,Riyadh,2024-06-16,0,6,9,0.3022,1.54,29,0,0.5224,1,1,at-risk,7.639999999999999,Low,Medium Risk
STU01102,17,Doha,2024-06-09,0,7,6,0.1707,0.15,9,1,0.7236,1,2,dropped,5.25,Low,High Risk
STU01103,19,Dubai,2024-03-22,0,7,22,0.6349,9.61,7,10,0.0501,0,0,active,30.91,Medium,Low Risk
